movie_id,title,original_language,release_date,runtime
nukes+in+space+1999,Nukes in Space,en,1999-01-01,53
mulan+1998,Mulan,en,1998-06-18,88
my+neighbor+totoro+1988,My Neighbor Totoro,ja,1988-04-16,86
the+collector+1965,The Collector,en,1965-06-17,119
the+terminator+1984,The Terminator,en,1984-10-26,108
zero+effect+1998,Zero Effect,en,1998-01-30,116
die+hard+with+a+vengeance+1995,Die Hard: With a Vengeance,en,1995-05-19,128
gods+country+1985,God's Country,en,1985-06-07,95
finding+nemo+2003,Finding Nemo,en,2003-05-30,100
leon+the+professional+1994,Leon: The Professional,fr,1994-09-14,110
brazil+1985,Brazil,en,1985-02-20,132
fantomas+vs.+scotland+yard+1967,Fantomas vs. Scotland Yard,fr,1967-03-16,104
sweet+bird+of+youth+1962,Sweet Bird of Youth,en,1962-08-31,120
1+-+nenokkadine+2014,1 - Nenokkadine,te,2014-01-10,150
the+man+from+planet+x+1951,The Man from Planet X,en,1951-04-27,70
a+dangerous+man+2009,A Dangerous Man,en,2009-01-01,94
cleaner+2007,Cleaner,en,2007-09-11,88
the+matrix+revolutions+2003,The Matrix Revolutions,en,2003-11-05,129
big+hero+6+2014,Big Hero 6,en,2014-10-24,102
somewhere+in+palilula+2012,Somewhere in Palilula,en,2012-04-20,145
eve+of+destruction+1991,Eve of Destruction,en,1991-01-18,99
frankenstein+1931,Frankenstein,en,1931-11-21,71
generation+iron+2013,Generation Iron,en,2013-09-20,106
trader+horn+1931,Trader Horn,en,1931-05-23,122
cinderella+ii+dreams+come+true+2002,Cinderella II: Dreams Come True,en,2002-02-23,74
ice+age+a+mammoth+christmas+2011,Ice Age: A Mammoth Christmas,en,2011-11-24,26
racing+stripes+2005,Racing Stripes,en,2005-01-06,102
cherry+2000+1987,Cherry 2000,en,1987-11-12,99
eye+of+god+1997,Eye of God,en,1997-10-17,84
every+man+for+himself+1980,Every Man for Himself,fr,1980-09-08,87
the+wrong+trousers+1993,The Wrong Trousers,en,1993-12-17,30
one+flew+over+the+cuckoos+nest+1975,One Flew Over the Cuckoo's Nest,en,1975-11-18,133
love+me+if+you+dare+2003,Love Me If You Dare,fr,2003-09-17,93
a+demon+in+my+view+1991,A Demon in My View,de,1991-09-23,110
cousinhood+2011,Cousinhood,es,2011-02-04,98
songs+from+the+second+floor+2000,Songs from the Second Floor,sv,2000-10-06,98
incident+at+oglala+1992,Incident at Oglala,en,1992-05-08,89
gravity+2013,Gravity,en,2013-09-27,91
museum+hours+2012,Museum Hours,en,2012-08-08,106
the+good_+the+bad+and+the+ugly+1966,"The Good, the Bad and the Ugly",it,1966-12-23,161
planta+4+2003,Planta 4ª,en,2003-10-31,100
back+to+the+future+1985,Back to the Future,en,1985-07-03,116
volcano+high+2001,Volcano High,ko,2001-12-08,120
princess+mononoke+1997,Princess Mononoke,ja,1997-07-12,134
the+quick+and+the+dead+1987,The Quick and the Dead,en,1987-02-28,90
knife+in+the+water+1962,Knife in the Water,pl,1962-03-09,94
resurrection+1980,Resurrection,en,1980-09-26,103
lincruste+2004,L'incruste,fr,2004-03-01,86
sydney+white+2007,Sydney White,en,2007-09-21,108
the+free+will+2006,The Free Will,de,2006-08-23,163
theatre+of+blood+1973,Theatre of Blood,en,1973-03-15,104
the+peach+thief+1964,The Peach Thief,bg,1964-11-09,84
escape+from+fort+bravo+1953,Escape from Fort Bravo,fr,1953-12-04,99
star+wars+episode+iii+-+revenge+of+the+sith+2005,Star Wars: Episode III - Revenge of the Sith,en,2005-05-17,140
saving+private+ryan+1998,Saving Private Ryan,en,1998-07-24,169
harry+potter+and+the+order+of+the+phoenix+2007,Harry Potter and the Order of the Phoenix,en,2007-06-28,138
the+liquidator+2011,The Liquidator,ru,2011-04-07,94
the+dark+knight+2008,The Dark Knight,en,2008-07-16,152
shrek+2001,Shrek,en,2001-05-16,90
far+from+heaven+2002,Far from Heaven,en,2002-09-01,107
13+assassins+2010,13 Assassins,ja,2010-09-09,141
a+tale+of+two+sisters+2003,A Tale of Two Sisters,ko,2003-06-13,115
lone+wolf+and+cub+baby+cart+in+peril+1972,Lone Wolf and Cub: Baby Cart in Peril,ja,1972-11-15,81
gladiator+2000,Gladiator,en,2000-05-01,155
toy+story+2+1999,Toy Story 2,en,1999-10-30,92
oslo_+august+31st+2011,"Oslo, August 31st",no,2011-08-31,95
fearless+hyena+1979,Fearless Hyena,cn,1979-02-17,92
watchmen+2009,Watchmen,en,2009-03-05,163
harry+potter+and+the+philosophers+stone+2001,Harry Potter and the Philosopher's Stone,en,2001-11-16,152
dead+poets+society+1989,Dead Poets Society,en,1989-06-02,129
stranger+by+the+lake+2013,Stranger by the Lake,fr,2013-05-17,97
the+hunchback+of+notre+dame+1939,The Hunchback of Notre Dame,en,1939-12-29,116
sin+city+2005,Sin City,en,2005-04-01,124
jack+ryan+shadow+recruit+2014,Jack Ryan: Shadow Recruit,en,2014-01-15,105
within+the+woods+1978,Within the Woods,en,1978-11-23,32
the+cat+returns+2002,The Cat Returns,ja,2002-07-19,75
star+wars+1977,Star Wars,en,1977-05-25,121
m*a*s*h+1970,M*A*S*H,en,1970-01-24,116
winnie+the+pooh+2011,Winnie the Pooh,en,2011-04-13,63
pulp+fiction+1994,Pulp Fiction,en,1994-09-10,154
inception+2010,Inception,en,2010-07-14,148
the+ace+of+hearts+1921,The Ace of Hearts,en,1921-09-17,75
ali+g+indahouse+2002,Ali G Indahouse,en,2002-03-21,85
the+mission+1986,The Mission,en,1986-09-29,126
a+chef+in+love+1996,A Chef in Love,fr,1996-06-06,100
sraphine+2008,Séraphine,fr,2008-10-01,125
the+magnificent+ambersons+1942,The Magnificent Ambersons,en,1942-07-10,88
anio+w+krakowie+2002,Anioł w Krakowie,pl,2002-09-20,0
phoebe+in+wonderland+2008,Phoebe in Wonderland,en,2008-02-07,96
the+abominable+dr.+phibes+1971,The Abominable Dr. Phibes,en,1971-05-18,94
shakespeare+wallah+1965,Shakespeare Wallah,en,1965-12-01,120
iron+man+3+2013,Iron Man 3,en,2013-04-18,130
nightcrawler+2014,Nightcrawler,en,2014-10-23,117
love+and+pain+and+the+whole+damn+thing+1973,Love and Pain and the Whole Damn Thing,en,1973-04-19,110
robots+2005,Robots,en,2005-03-10,91
rude+boy+1980,Rude Boy,en,1980-07-25,133
little+big+man+1970,Little Big Man,en,1970-12-14,139
dumbo+1941,Dumbo,en,1941-10-22,64
iron+man+2+2010,Iron Man 2,en,2010-04-28,124
glory+to+the+filmmaker+2007,Glory to the Filmmaker!,ja,2007-06-02,108
lola+1961,Lola,fr,1961-03-03,87
terminator+2+judgment+day+1991,Terminator 2: Judgment Day,en,1991-07-01,137
inglourious+basterds+2009,Inglourious Basterds,en,2009-08-18,153
the+valet+2006,The Valet,en,2006-03-29,85
girls+town+1996,Girls Town,en,1996-08-21,90
the+guard+post+2008,The Guard Post,ko,2008-04-03,121
40+pounds+of+trouble+1962,40 Pounds of Trouble,en,1962-01-01,106
goal+the+dream+begins+2005,Goal!: The Dream Begins,en,2005-06-06,118
sweetgrass+2009,Sweetgrass,en,2009-02-04,101
super+troopers+2001,Super Troopers,en,2001-01-18,100
patriotism+1966,Patriotism,ja,1966-04-12,30
10+questions+for+the+dalai+lama+2006,10 Questions for the Dalai Lama,en,2006-05-01,85
the+corridor+2012,The Corridor,en,2012-03-30,99
kill+bill+vol.+1+2003,Kill Bill: Vol. 1,en,2003-10-10,111
i+stand+alone+1998,I Stand Alone,fr,1998-05-16,93
the+geographer+drank+his+globe+away+2013,The Geographer Drank His Globe Away,ru,2013-07-26,120
2001+a+space+odyssey+1968,2001: A Space Odyssey,en,1968-04-10,149
harry+potter+and+the+chamber+of+secrets+2002,Harry Potter and the Chamber of Secrets,en,2002-11-13,161
gifted+hands+the+ben+carson+story+2009,Gifted Hands: The Ben Carson Story,en,2009-02-07,86
a+princess+for+christmas+2011,A Princess for Christmas,en,2011-12-03,89
walle+2008,WALL·E,en,2008-06-22,98
the+neighbor+1993,The Neighbor,en,1993-11-03,93
hugh+hefner+playboy_+activist+and+rebel+2009,"Hugh Hefner: Playboy, Activist and Rebel",en,2009-01-01,127
retrograde+2004,Retrograde,en,2004-11-02,93
coraline+2009,Coraline,en,2009-02-05,100
leafie_+a+hen+into+the+wild+2011,"Leafie, a Hen Into the Wild",ko,2011-07-28,93
dragon+ball+z+broly+-+the+legendary+super+saiyan+1993,Dragon Ball Z: Broly - The Legendary Super Saiyan,ja,1993-03-06,70
perfect+blue+1997,Perfect Blue,ja,1997-07-11,81
philanthropy+2002,Philanthropy,ro,2002-03-15,110
chinatown+1974,Chinatown,en,1974-06-20,130
coven+2000,Coven,en,2000-03-31,40
interstellar+2014,Interstellar,en,2014-11-05,169
robin+williams+an+evening+with+robin+williams+1982,Robin Williams: An Evening with Robin Williams,en,1982-01-01,82
frozen+2013,Frozen,en,2013-11-27,102
shrek+forever+after+2010,Shrek Forever After,en,2010-05-16,93
le+deuxime+souffle+1966,Le Deuxième Souffle,fr,1966-11-01,150
ouija+2014,Ouija,en,2014-10-24,89
best+in+show+2000,Best in Show,en,2000-09-19,90
the+shawshank+redemption+1994,The Shawshank Redemption,en,1994-09-23,142
lady+in+the+water+2006,Lady in the Water,en,2006-07-21,110
the+girl+who+kicked+the+hornets+nest+2009,The Girl Who Kicked the Hornet's Nest,sv,2009-11-27,147
everyday+sunshine++the+story+of+fishbone+2011,Everyday Sunshine:  The Story of Fishbone,en,2011-10-07,107
harry+potter+and+the+deathly+hallows+part+2+2011,Harry Potter and the Deathly Hallows: Part 2,en,2011-07-07,130
seven+samurai+1954,Seven Samurai,ja,1954-04-26,207
inside+dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+2000,Inside: 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb',en,2000-05-04,45
french+connection+ii+1975,French Connection II,en,1975-05-18,119
bee+movie+2007,Bee Movie,en,2007-10-28,91
the+fifth+element+1997,The Fifth Element,en,1997-05-07,126
sold+out+a+threevening+with+kevin+smith+2008,Sold Out: A Threevening with Kevin Smith,en,2008-10-22,223
indiana+jones+and+the+last+crusade+1989,Indiana Jones and the Last Crusade,en,1989-05-24,127
the+murderer+lives+at+number+21+1942,The Murderer Lives at Number 21,fr,1942-08-07,84
bodyguards+and+assassins+2009,Bodyguards and Assassins,cn,2009-12-18,139
head+on+1998,Head On,en,1998-08-13,104
dragon+ball+z+broly+-+second+coming+1994,Dragon Ball Z: Broly - Second Coming,ja,1994-03-12,48
brave+2012,Brave,en,2012-06-21,93
ghostbusters+1984,Ghostbusters,en,1984-06-07,107
manito+2002,Manito,en,2002-01-15,78
rome_+open+city+1945,"Rome, Open City",it,1945-09-27,100
the+lord+of+the+rings+the+return+of+the+king+2003,The Lord of the Rings: The Return of the King,en,2003-12-01,201
casshern+2004,Casshern,ja,2004-04-24,141
the+matrix+1999,The Matrix,en,1999-03-30,136
squadra+antigangsters+1979,Squadra antigangsters,it,1979-10-10,0
sidekicks+1992,Sidekicks,en,1992-12-17,101
age+of+uprising+the+legend+of+michael+kohlhaas+2013,Age of Uprising: The Legend of Michael Kohlhaas,fr,2013-08-14,122
tangled+2010,Tangled,en,2010-11-24,100
employees+entrance+1933,Employees' Entrance,en,1933-02-11,75
heavy+weather+1995,Heavy Weather,en,1995-12-24,95
martin+1978,Martin,en,1978-07-05,95
three+giant+men+1973,Three Giant Men,tr,1973-01-01,81
e.t.+the+extra-terrestrial+1982,E.T. the Extra-Terrestrial,en,1982-04-03,115
alter+egos+2012,Alter Egos,en,2012-07-20,80
harry+potter+and+the+half-blood+prince+2009,Harry Potter and the Half-Blood Prince,en,2009-07-07,153
the+pride+of+the+yankees+1942,The Pride of the Yankees,en,1942-07-14,128
rage+at+dawn+1955,Rage at Dawn,en,1955-03-26,87
batman+begins+2005,Batman Begins,en,2005-06-10,140
les+visiteurs+du+soir+1942,Les Visiteurs du Soir,fr,1942-12-05,120
from+dusk+till+dawn+1996,From Dusk Till Dawn,en,1996-01-19,108
le+plaisir+1952,Le Plaisir,en,1952-02-29,97
se7en+1995,Se7en,en,1995-09-22,127
pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,Pirates of the Caribbean: The Curse of the Black Pearl,en,2003-07-09,143
opera+australia+the+pirates+of+penzance+2006,Opera Australia: The Pirates of Penzance,en,2006-01-01,112
the+gods+must+be+crazy+1980,The Gods Must Be Crazy,en,1980-09-10,109
haider+2014,Haider,hi,2014-10-02,150
three+wise+fools+1946,Three Wise Fools,en,1946-09-26,90
the+lord+of+the+rings+the+fellowship+of+the+ring+2001,The Lord of the Rings: The Fellowship of the Ring,en,2001-12-18,178
kawa+2010,Kawa,en,2010-10-17,76
gullivers+travels+2010,Gulliver's Travels,en,2010-12-25,85
back+in+business+1997,Back in Business,en,1997-05-29,93
tobor+the+great+1954,Tobor the Great,en,1954-09-01,77
dances+with+wolves+1990,Dances with Wolves,en,1990-11-09,181
cube+zero+2004,Cube Zero,en,2004-10-15,97
aladdin+1992,Aladdin,en,1992-11-25,90
apollo+13+1995,Apollo 13,en,1995-06-30,140
power+rangers+2015,Power Rangers,en,2015-02-24,14
the+rainmaker+1997,The Rainmaker,en,1997-11-18,135
canyon+passage+1946,Canyon Passage,en,1946-07-17,92
lost+in+space+1998,Lost in Space,en,1998-04-03,130
high_+wide_+and+handsome+1937,"High, Wide, and Handsome",en,1937-07-21,110
a+map+of+the+world+1999,A Map of the World,en,1999-09-13,125
insomnia+2002,Insomnia,en,2002-05-24,118
case+39+2009,Case 39,en,2009-08-13,109
something+new+2006,Something New,en,2006-01-29,99
a+very+potter+musical+2009,A Very Potter Musical,en,2009-04-09,166
the+one-armed+swordsman+1967,The One-Armed Swordsman,zh,1967-07-26,111
the+day+after+1983,The Day After,en,1983-11-20,127
an+american+tail+the+treasure+of+manhattan+island+1998,An American Tail: The Treasure of Manhattan Island,en,1998-11-16,96
gone+2012,Gone,en,2012-02-23,94
siam+sunset+1999,Siam Sunset,en,1999-09-09,91
two+lovers+2008,Two Lovers,en,2008-11-19,110
taxi+driver+1976,Taxi Driver,en,1976-02-07,114
lincoln+2012,Lincoln,en,2012-11-09,149
the+avengers+2012,The Avengers,en,2012-04-25,143
floundering+1994,Floundering,en,1994-01-01,96
godzilla+vs.+gigan+1972,Godzilla vs. Gigan,ja,1972-03-12,89
spirited+away+2001,Spirited Away,ja,2001-07-20,125
the+assault+2010,The Assault,fr,2010-11-12,90
yugioh+1999,Yu☆Gi☆Oh!,ja,1999-03-06,31
the+man+who+sleeps+1974,The Man Who Sleeps,fr,1974-04-24,77
animals+are+beautiful+people+1974,Animals Are Beautiful People,en,1974-11-14,92
pirates+of+the+caribbean+dead+mans+chest+2006,Pirates of the Caribbean: Dead Man's Chest,en,2006-06-20,151
lightning+bolt+the+power+of+salad+2002,Lightning Bolt: The Power Of Salad,en,2002-06-28,71
zatichis+pilgrimage+1966,Zatôichi's Pilgrimage,ja,1966-08-13,82
get+low+2010,Get Low,en,2010-01-22,103
space+pirate+captain+harlock+arcadia+of+my+youth+1982,Space Pirate Captain Harlock: Arcadia of My Youth,ja,1982-01-01,130
the+life+of+oharu+1952,The Life of Oharu,ja,1952-01-01,136
spring_+summer_+fall_+winter...+and+spring+2003,"Spring, Summer, Fall, Winter... and Spring",ko,2003-09-19,103
superman+vs.+the+elite+2012,Superman vs. The Elite,en,2012-06-12,76
never+back+down+2008,Never Back Down,en,2008-03-04,115
alice+in+wonderland+1951,Alice in Wonderland,en,1951-07-03,75
mr.++mrs.+smith+2005,Mr. & Mrs. Smith,en,2005-06-07,120
poolhall+junkies+2002,Poolhall Junkies,en,2002-06-07,99
wolves+2014,Wolves,en,2014-08-28,90
once+upon+a+time+in+china+iii+1993,Once Upon a Time in China III,cn,1993-01-01,105
shutter+island+2010,Shutter Island,en,2010-02-18,138
killing+bono+2011,Killing Bono,en,2011-04-01,114
goodfellas+1990,GoodFellas,en,1990-09-12,145
the+wild+life+1984,The Wild Life,en,1984-09-28,96
all+the+presidents+men+1976,All the President's Men,en,1976-04-04,138
when+heroes+lie+2012,When Heroes Lie,en,2012-10-05,119
macgruber+2010,MacGruber,en,2010-05-21,90
gloomy+sunday+1999,Gloomy Sunday,de,1999-10-21,112
zeder+1983,Zeder,it,1983-08-25,98
ratatouille+2007,Ratatouille,en,2007-06-22,111
from+russia+with+love+1963,From Russia with Love,en,1963-10-11,115
anastasia+1997,Anastasia,en,1997-11-20,94
the+fly+1958,The Fly,en,1958-07-16,94
galaxy+quest+1999,Galaxy Quest,en,1999-12-23,102
wagners+dream+2012,Wagner's Dream,en,2012-06-20,115
dial+m+for+murder+1954,Dial M for Murder,en,1954-05-29,104
the+wedding+song+2008,The Wedding Song,en,2008-11-24,100
the+train+robbers+1973,The Train Robbers,en,1973-02-07,92
the+jackie+robinson+story+1950,The Jackie Robinson Story,en,1950-05-16,76
red+canyon+2008,Red Canyon,en,2008-01-01,98
maurice+1987,Maurice,en,1987-09-18,134
live+free+or+die+hard+2007,Live Free or Die Hard,en,2007-06-20,128
the+defender+2004,The Defender,en,2004-12-20,90
paradise+lost+the+child+murders+at+robin+hood+hills+1996,Paradise Lost: The Child Murders at Robin Hood Hills,en,1996-12-03,150
elfie+hopkins+2012,Elfie Hopkins,en,2012-04-20,85
barnacle+bill+1941,Barnacle Bill,en,1941-04-07,90
tribulation+2000,Tribulation,en,2000-01-14,95
the+big+sleep+1946,The Big Sleep,en,1946-08-23,116
best+of+the+best+2+1993,Best of the Best 2,en,1993-01-01,101
the+hunger+games+mockingjay+-+part+1+2014,The Hunger Games: Mockingjay - Part 1,en,2014-11-18,123
cinderella+2015,Cinderella,en,2015-03-12,105
independence+day+1996,Independence Day,en,1996-06-25,145
despicable+me+2010,Despicable Me,en,2010-07-08,95
blade+runner+1982,Blade Runner,en,1982-06-25,117
medea+1969,Medea,it,1969-12-27,118
dallas+buyers+club+2013,Dallas Buyers Club,en,2013-09-07,117
midnight+man+1997,Midnight Man,en,1997-08-20,104
hard+times+1975,Hard Times,en,1975-09-04,93
1944+the+final+defence+2007,1944 The Final Defence,fi,2007-12-07,117
before+sunset+2004,Before Sunset,en,2004-02-10,80
north+beach+2000,North Beach,en,2000-06-07,78
whisper+of+the+heart+1995,Whisper of the Heart,ja,1995-07-15,111
night+and+fog+1955,Night and Fog,fr,1955-01-01,32
black+snake+moan+2006,Black Snake Moan,en,2006-12-08,116
the+sign+of+four+sherlock+holmes+greatest+case+1932,The Sign of Four: Sherlock Holmes' Greatest Case,en,1932-08-14,75
returner+2002,Returner,ja,2002-08-31,116
high+society+1956,High Society,en,1956-07-17,111
14+blades+2010,14 Blades,zh,2010-02-04,114
the+lord+of+the+rings+the+two+towers+2002,The Lord of the Rings: The Two Towers,en,2002-12-18,179
my+darling+clementine+1946,My Darling Clementine,en,1946-12-03,97
the+secret+world+of+arrietty+2010,The Secret World of Arrietty,ja,2010-07-16,94
tom+thumb+1958,Tom Thumb,en,1958-12-24,98
winterhawk+1975,Winterhawk,en,1975-11-05,98
night+and+day+1946,Night and Day,en,1946-07-02,128
extreme+measures+1996,Extreme Measures,en,1996-09-27,118
edmond+2005,Edmond,en,2005-08-31,82
never+say+never+again+1983,Never Say Never Again,en,1983-10-07,134
star+wars+episode+ii+-+attack+of+the+clones+2002,Star Wars: Episode II - Attack of the Clones,en,2002-05-15,142
howls+moving+castle+2004,Howl's Moving Castle,ja,2004-11-19,119
saving+face+2004,Saving Face,en,2004-09-12,91
tenure+2009,Tenure,en,2009-10-24,89
sicko+2007,Sicko,en,2007-05-18,123
the+new+world+2005,The New World,en,2005-12-25,135
harry+and+the+hendersons+1987,Harry and the Hendersons,en,1987-06-05,110
the+syrian+bride+2004,The Syrian Bride,he,2004-11-11,97
kuroneko+1968,Kuroneko,ja,1968-02-24,99
premature+burial+1962,Premature Burial,en,1962-03-07,81
jellyfish+2007,Jellyfish,he,2007-05-05,82
city+for+conquest+1940,City for Conquest,en,1940-09-21,104
rivers+edge+1986,River's Edge,en,1986-08-27,99
mayday+at+40_000+feet+1976,"Mayday at 40,000 Feet!",en,1976-11-12,100
the+three+marias+2002,The Three Marias,pt,2002-01-01,0
pirates+of+silicon+valley+1999,Pirates of Silicon Valley,en,1999-05-10,97
the+wizard+of+oz+1939,The Wizard of Oz,en,1939-08-15,102
the+immigrant+2013,The Immigrant,en,2013-07-03,117
samsara+2001,Samsara,en,2001-01-01,138
serenity+2005,Serenity,en,2005-08-25,119
c.h.u.d.+1984,C.H.U.D.,en,1984-08-31,88
2010+1984,2010,en,1984-12-06,116
unknown+2011,Unknown,en,2011-02-16,113
bleak+night+2010,Bleak Night,ko,2010-02-03,117
contagion+2011,Contagion,en,2011-09-08,106
jim+carrey+unnatural+act+1991,Jim Carrey: Unnatural Act,en,1991-01-01,45
percy+jackson++the+olympians+the+lightning+thief+2010,Percy Jackson & the Olympians: The Lightning Thief,en,2010-02-01,118
papa+2005,Papa,en,2005-06-01,80
the+last+polka+1985,The Last Polka,en,1985-04-15,54
u-571+2000,U-571,en,2000-04-20,116
judith+of+bethulia+1914,Judith of Bethulia,en,1914-03-08,48
flame+of+my+love+1949,Flame of My Love,ja,1949-02-13,96
the+passion+of+darkly+noon+1995,The Passion of Darkly Noon,en,1995-01-02,99
hitch+hike+1977,Hitch Hike,it,1977-04-30,104
009+re+cyborg+2012,009 Re: Cyborg,ja,2012-10-27,103
le+crocodile+du+botswanga+2014,Le Crocodile du Botswanga,fr,2014-02-19,90
babe+1995,Babe,en,1995-07-18,89
valhalla+rising+2009,Valhalla Rising,fr,2009-09-04,93
the+taming+of+the+shrew+1967,The Taming of the Shrew,en,1967-03-07,122
alice+in+wonderland+2010,Alice in Wonderland,en,2010-03-03,108
the+young+visiters+2003,The Young Visiters,en,2003-12-26,90
always+outnumbered+1998,Always Outnumbered,en,1998-03-21,104
visitors+2013,Visitors,en,2013-09-08,87
field+of+dreams+1989,Field of Dreams,en,1989-04-21,107
snow+flower+and+the+secret+fan+2011,Snow Flower and the Secret Fan,en,2011-07-15,104
mulan+ii+2004,Mulan II,en,2004-11-03,79
reservoir+dogs+1992,Reservoir Dogs,en,1992-09-02,99
the+inglorious+bastards+1978,The Inglorious Bastards,it,1978-02-08,99
boccaccio+70+1962,Boccaccio '70,it,1962-02-22,208
on+the+waterfront+1954,On the Waterfront,en,1954-06-22,108
magnificent+bodyguards+1978,Magnificent Bodyguards,zh,1978-04-27,101
ladies+in+lavender+2004,Ladies in Lavender,en,2004-06-14,104
alice+1988,Alice,cs,1988-08-03,86
les+misrables+2012,Les Misérables,en,2012-12-18,157
castle+in+the+sky+1986,Castle in the Sky,ja,1986-08-02,124
footnote+2011,Footnote,he,2011-05-25,103
guardians+of+the+galaxy+2014,Guardians of the Galaxy,en,2014-07-30,121
in+the+hands+of+the+gods+2007,In The Hands Of The Gods,en,2007-09-14,106
the+boy+in+the+striped+pyjamas+2008,The Boy in the Striped Pyjamas,en,2008-05-07,94
the+cat+o+nine+tails+1971,The Cat o' Nine Tails,it,1971-02-11,110
the+kiss+of+her+flesh+1968,The Kiss of Her Flesh,en,1968-12-31,0
shrek+2+2004,Shrek 2,en,2004-05-19,93
breaking+news+2004,Breaking News,cn,2004-06-10,90
belle+2013,Belle,en,2013-09-08,105
sweet+jesus_+preacherman+1973,"Sweet Jesus, Preacherman",en,1973-05-25,90
the+physician+2013,The Physician,en,2013-12-25,155
stars+above+2012,Stars Above,fi,2012-08-15,0
mother_+i+love+you+2013,"Mother, I Love You",lv,2013-02-11,82
fury+2014,Fury,en,2014-10-15,135
beetlejuice+1988,Beetlejuice,en,1988-02-29,92
a+matter+of+loaf+and+death+2008,A Matter of Loaf and Death,en,2008-12-03,30
the+world+of+henry+orient+1964,The World of Henry Orient,en,1964-03-19,106
morgan+plsson+-+vrldsreporter+2008,Morgan Pålsson - Världsreporter,sv,2008-02-22,84
the+mummy+1999,The Mummy,en,1999-04-16,124
capote+2005,Capote,en,2005-09-30,114
the+central+park+five+2012,The Central Park Five,en,2012-05-24,119
the+pawnbroker+1965,The Pawnbroker,en,1965-04-20,116
lon+morin_+priest+1961,"Léon Morin, Priest",fr,1961-09-22,130
kill+bill+vol.+2+2004,Kill Bill: Vol. 2,en,2004-04-16,136
the+paradine+case+1947,The Paradine Case,en,1947-12-31,125
love+at+first+fight+2014,Love at First Fight,fr,2014-08-20,98
despicable+me+2+2013,Despicable Me 2,en,2013-06-25,98
matador+1986,Matador,es,1986-03-07,110
ponyo+2008,Ponyo,ja,2008-07-19,100
shelter+2007,Shelter,en,2007-06-16,97
more+dead+than+alive+1969,More Dead Than Alive,en,1969-01-15,101
computer+chess+2013,Computer Chess,en,2013-07-17,91
ryans+daughter+1970,Ryan's Daughter,en,1970-12-09,195
demonic+toys+1992,Demonic Toys,en,1992-03-12,83
captives+1994,Captives,en,1994-05-03,100
i+just+didnt+do+it+2007,I Just Didn't Do It,ja,2007-01-20,143
five+1951,Five,en,1951-04-25,93
quantum+of+solace+2008,Quantum of Solace,en,2008-10-30,106
mr.+moto+in+danger+island+1939,Mr. Moto in Danger Island,en,1939-04-07,64
burn+1969,Burn!,it,1969-12-21,112
reefer+madness+the+movie+musical+2005,Reefer Madness: The Movie Musical,en,2005-04-16,109
dobermann+1997,Dobermann,fr,1997-06-18,103
the+whistleblower+2010,The Whistleblower,en,2010-09-13,112
the+picture+of+dorian+gray+1945,The Picture of Dorian Gray,en,1945-03-01,110
ronal+the+barbarian+2011,Ronal the Barbarian,da,2011-09-27,85
bhaag+milkha+bhaag+2013,Bhaag Milkha Bhaag,hi,2013-07-12,186
marathon+man+1976,Marathon Man,en,1976-10-05,125
reality+2014,Reality,fr,2014-08-28,95
mala+noche+1986,Mala Noche,en,1986-02-05,78
phantom+of+the+paradise+1974,Phantom of the Paradise,en,1974-10-31,92
kikis+delivery+service+1989,Kiki's Delivery Service,ja,1989-07-29,103
animal+crackers+1930,Animal Crackers,en,1930-08-28,97
collision+course+1988,Collision Course,en,1988-04-22,100
bob++carol++ted++alice+1969,Bob & Carol & Ted & Alice,en,1969-09-17,101
re-cycle+2006,Re-cycle,cn,2006-01-01,108
men+in+black+1997,Men in Black,en,1997-07-02,98
i+spit+on+your+grave+2+2013,I Spit on Your Grave 2,en,2013-08-25,106
avatar+2009,Avatar,en,2009-12-10,162
miraculum+2014,Miraculum,fr,2014-02-28,104
true+lies+1994,True Lies,en,1994-07-14,141
willy+wonka++the+chocolate+factory+1971,Willy Wonka & the Chocolate Factory,en,1971-06-29,100
draft+day+2014,Draft Day,en,2014-04-11,109
curse+of+chucky+2013,Curse of Chucky,en,2013-10-04,97
the+fastest+gun+alive+1956,The Fastest Gun Alive,en,1956-07-12,89
dischord+2001,Dischord,en,2001-08-01,102
the+purge+anarchy+2014,The Purge: Anarchy,en,2014-07-17,104
lfe+happens+2011,L!fe Happens,en,2011-06-18,100
the+third+man+1949,The Third Man,en,1949-08-31,104
ju-on+the+beginning+of+the+end+2014,Ju-on: The Beginning of the End,ja,2014-06-28,91
the+pit_+the+pendulum+and+hope+1984,"The Pit, the Pendulum and Hope",cs,1984-01-01,15
the+manitou+1978,The Manitou,en,1978-04-28,104
iron+man+2008,Iron Man,en,2008-04-30,126
monty+python+and+the+holy+grail+1975,Monty Python and the Holy Grail,en,1975-03-13,91
taxi+1998,Taxi,fr,1998-04-04,86
my+way+home+1965,My Way Home,hu,1965-01-14,98
gone+girl+2014,Gone Girl,en,2014-10-01,145
blackmail+1929,Blackmail,en,1929-06-30,84
madonna+of+the+seven+moons+1945,Madonna of the Seven Moons,en,1945-01-22,110
comanche+station+1960,Comanche Station,en,1960-03-01,73
